G,R,AB,H,2B,3B,HR,BB,SO,SB,RA,ER,ERA,CG,SHO,SV,IPouts,HA,HRA,BBA,SOA,E,DP,FP,mlb_rpg,era_1,era_2,era_3,era_4,era_5,era_6,era_7,era_8,decade_1910,decade_1920,decade_1930,decade_1940,decade_1950,decade_1960,decade_1970,decade_1980,decade_1990,decade_2000,decade_2010,ID
154,867,5416,1693,291,94,98,473,381.0,132,643,523,3.38,79,8,22,4176,1412,71,419,534,196,158.0,0.968,4.870355411954765,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,197
155,686,5269,1478,258,79,34,412,347.0,134,760,671,4.41,75,5,8,4107,1558,61,413,347,162,148.0,0.974,5.185923515052888,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,633
159,639,5365,1400,223,45,106,488,698.0,64,694,621,3.97,36,6,28,4221,1397,100,568,739,121,142.0,0.98,4.103472882968601,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,789
162,611,5503,1341,202,41,97,514,958.0,97,705,614,3.78,30,11,25,4389,1346,138,641,915,152,162.0,0.976,4.341563786008231,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1030
162,635,5474,1361,276,27,151,496,925.0,109,769,696,4.33,11,11,31,4341,1477,191,582,1032,99,172.0,0.984,4.813838550247117,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2253
162,656,5465,1361,266,40,128,502,1095.0,130,652,597,3.7,8,19,36,4359,1438,135,545,1106,87,159.0,0.986,4.3843621399176955,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1380
162,661,5417,1331,243,21,176,435,1150.0,52,675,630,3.94,2,12,46,4322,1355,166,466,1221,93,108.0,0.984,4.250102923013586,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,52
162,676,5636,1492,295,37,131,404,1032.0,132,746,693,4.3,2,12,44,4354,1504,163,542,1177,113,171.0,0.981,4.324485596707819,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1069
164,614,5499,1375,180,39,79,438,893.0,141,572,486,2.95,47,19,27,4449,1289,88,458,1062,170,126.0,0.973,4.035670356703567,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1132
162,578,5518,1373,207,33,71,484,827.0,234,633,567,3.47,17,14,42,4410,1387,91,486,881,121,131.0,0.981,4.1380952380952385,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,2085
162,805,5585,1523,258,29,156,587,766.0,111,640,590,3.64,42,10,41,4380,1438,134,507,789,95,178.0,0.985,4.2881235154394295,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,255
154,537,5234,1277,182,31,93,478,905.0,53,535,441,2.84,37,17,34,4197,1188,105,444,838,159,133.0,0.974,3.6863905325443787,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1293
155,817,5372,1594,251,62,109,461,462.0,73,720,609,3.97,65,7,16,4143,1520,77,453,442,195,160.0,0.969,4.75121359223301,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1917
161,594,5366,1325,205,35,94,494,892.0,123,583,528,3.28,30,9,39,4347,1332,112,439,885,116,147.0,0.981,4.1380952380952385,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1832
162,667,5477,1343,238,47,141,527,1095.0,122,673,592,3.68,24,9,30,4341,1424,115,596,899,139,142.0,0.978,4.330955777460771,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1676
162,470,5354,1234,202,36,67,439,980.0,57,509,433,2.69,38,23,31,4344,1293,65,414,994,144,144.0,0.977,3.4181538461538463,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1136
156,636,5461,1437,204,41,82,377,477.0,31,515,424,2.71,75,23,15,4224,1280,61,400,555,178,156.0,0.973,4.467216673903604,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1923
156,642,5261,1297,196,50,138,452,747.0,22,713,645,4.15,42,9,25,4194,1405,150,467,721,125,166.0,0.979,4.282591093117409,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1544
162,719,5521,1410,277,38,171,564,942.0,94,818,745,4.68,23,8,30,4296,1456,154,637,868,122,156.0,0.98,4.330955777460771,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1866
163,798,5634,1558,224,42,171,474,1042.0,79,768,669,4.11,23,11,44,4395,1478,149,611,818,168,158.0,0.973,4.07245632065776,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,673
162,696,5565,1486,288,39,136,457,1159.0,93,627,597,3.72,7,18,41,4333,1344,155,431,1165,78,145.0,0.987,4.250102923013586,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2002
155,717,4914,1269,163,102,25,583,575.0,233,509,378,2.43,91,16,9,4203,1242,14,350,635,222,95.0,0.965,3.792771084337349,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,515
155,756,5487,1498,256,44,64,515,488.0,55,583,507,3.24,77,18,9,4224,1351,70,497,510,136,150.0,0.977,4.206225680933852,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2043
159,589,5117,1278,226,85,18,490,549.0,177,510,374,2.36,88,24,8,4281,1207,18,393,602,242,99.0,0.963,3.745222929936306,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,299
155,690,5393,1450,255,51,56,486,451.0,45,832,711,4.68,50,4,13,4101,1471,75,660,487,197,112.0,0.966,4.167874396135265,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1112
162,601,5518,1346,216,31,98,579,954.0,108,690,612,3.72,30,12,25,4440,1448,102,665,831,180,179.0,0.973,4.21277145811789,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2227
155,463,5168,1223,160,75,13,298,855.0,99,706,524,3.41,124,6,6,4146,1360,37,285,549,333,84.0,0.949,3.6072821846553964,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,291
162,686,5542,1403,265,27,152,517,1304.0,101,555,495,3.03,5,19,45,4412,1351,110,352,1288,100,139.0,0.984,4.0660493827160495,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2263
162,615,5552,1379,259,47,118,398,1165.0,86,742,683,4.26,2,4,35,4333,1467,154,469,1278,101,147.0,0.983,4.0660493827160495,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,70
162,680,5573,1445,292,38,139,471,1092.0,73,769,706,4.42,4,14,35,4308,1456,162,612,958,117,193.0,0.981,4.591731797614151,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1802
161,524,5400,1208,160,37,124,454,960.0,29,665,582,3.64,26,11,28,4317,1402,118,517,826,148,144.0,0.976,3.4181538461538463,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2138
162,733,5433,1379,209,22,164,651,992.0,141,570,514,3.18,18,16,64,4368,1287,123,494,831,87,152.0,0.986,4.256294536817102,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1575
162,876,5672,1580,342,32,196,580,952.0,82,796,748,4.6,9,10,41,4391,1544,210,508,969,77,138.0,0.987,4.72798353909465,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2098
157,757,5130,1335,218,101,54,585,617.0,214,607,455,2.9,85,12,16,4233,1270,26,525,582,260,114.0,0.96,4.512530315278901,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,403
162,712,5470,1419,229,41,95,650,802.0,67,827,720,4.49,27,8,33,4332,1587,130,551,850,178,152.0,0.972,4.21277145811789,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,465
154,904,5490,1663,285,116,60,503,335.0,94,780,668,4.36,79,5,13,4137,1530,96,439,409,181,136.0,0.97,5.185923515052888,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1729
156,728,5521,1502,257,80,52,470,488.0,79,798,671,4.35,69,8,7,4167,1524,69,603,544,188,169.0,0.969,4.488745980707395,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1262
154,729,5419,1496,256,90,63,389,479.0,74,884,712,4.71,63,2,10,4083,1629,74,407,471,233,136.0,0.962,5.5490275526742305,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,528
153,496,4897,1156,141,68,25,388,855.0,175,625,469,3.13,119,22,11,4044,1255,15,453,476,283,73.0,0.955,3.6072821846553964,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1076
162,747,5678,1540,231,66,128,458,915.0,77,628,540,3.32,49,17,32,4389,1329,124,463,978,147,136.0,0.976,3.9468807906114884,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2061
155,573,5271,1340,229,31,51,423,391.0,51,537,461,2.97,93,17,12,4194,1292,60,390,369,138,153.0,0.978,4.167874396135265,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,648
162,831,5605,1576,267,47,184,533,681.0,93,651,581,3.61,52,16,34,4347,1395,139,486,758,132,151.0,0.979,4.470518307180218,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1457
152,667,5336,1426,274,56,36,459,386.0,89,897,722,4.82,50,2,12,4044,1551,88,580,379,267,170.0,0.957,4.913219789132198,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,530
162,642,5422,1360,215,32,120,552,1013.0,136,626,547,3.38,21,11,52,4371,1359,133,481,933,152,147.0,0.976,4.132241215574549,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1833
158,542,5075,1181,166,73,22,437,646.0,141,453,344,2.19,97,23,11,4245,1206,24,325,644,212,124.0,0.967,3.5641539695268647,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,85
162,637,5460,1400,260,28,111,417,1162.0,105,773,711,4.49,6,17,33,4279,1510,160,505,1110,106,155.0,0.982,4.0660493827160495,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2181
155,584,5213,1265,185,50,103,475,928.0,56,796,708,4.61,29,9,13,4149,1452,155,521,775,144,179.0,0.976,4.525174825174825,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1653
156,468,5190,1217,148,52,17,302,855.0,132,733,541,3.52,139,14,0,4149,1390,36,433,533,311,89.0,0.951,3.896523848019402,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,74
153,465,5196,1213,202,36,39,469,609.0,56,612,504,3.25,87,13,4,4191,1361,66,441,409,178,139.0,0.972,3.9151857835218093,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,110
154,722,5229,1337,186,56,151,536,672.0,30,639,547,3.59,49,12,31,4113,1282,121,538,655,153,175.0,0.974,4.17635189669088,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1942
155,718,5320,1510,277,93,40,481,390.0,110,705,597,3.88,77,15,10,4152,1420,40,466,462,180,146.0,0.971,4.729894394800975,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1249
162,708,5448,1404,248,32,133,552,866.0,152,586,531,3.33,38,9,29,4308,1343,118,393,813,104,156.0,0.983,4.103472882968601,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1670
162,890,5685,1566,326,23,246,548,1093.0,97,968,913,5.71,4,3,37,4315,1670,222,596,951,114,167.0,0.981,4.7754219843557015,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2168
162,708,5585,1434,273,13,191,452,1120.0,81,860,786,4.89,3,7,32,4340,1568,210,535,1044,110,159.0,0.982,4.283244133388226,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,283
162,767,5536,1518,273,22,187,449,1113.0,134,699,640,4.02,6,16,38,4300,1339,186,483,1157,98,141.0,0.984,4.324485596707819,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,49
154,536,5120,1268,165,75,14,313,496.0,131,560,411,2.66,87,16,8,4167,1252,29,473,499,238,96.0,0.963,3.792771084337349,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1085
161,839,5458,1458,272,31,176,620,771.0,155,660,590,3.69,25,9,49,4320,1373,157,518,907,123,172.0,0.979,4.330955777460771,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1464
162,801,5554,1455,310,37,231,501,1137.0,96,776,708,4.41,3,6,49,4333,1513,161,507,1174,109,144.0,0.982,4.7967914438502675,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1217
162,887,5478,1481,259,25,235,675,1253.0,87,771,698,4.38,10,7,37,4301,1403,196,606,1100,111,148.0,0.981,5.140181144503911,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2095
162,829,5644,1529,254,46,187,602,941.0,106,643,568,3.49,19,8,51,4392,1358,130,489,914,124,162.0,0.98,4.256769596199525,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,924
162,823,5644,1553,307,41,177,562,982.0,83,827,755,4.71,6,6,44,4330,1583,177,496,978,105,171.0,0.983,5.140181144503911,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,938
156,770,5623,1608,248,56,123,392,479.0,32,675,589,3.78,76,10,11,4209,1433,106,411,524,174,129.0,0.972,4.86468952734013,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1925
162,767,5589,1479,263,50,167,526,970.0,111,661,620,3.84,6,9,48,4362,1434,143,445,892,86,144.0,0.986,4.256294536817102,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2196
162,610,5501,1411,284,42,75,439,741.0,131,667,613,3.81,9,12,44,4341,1426,106,512,834,122,164.0,0.98,4.1170465337132,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1051
163,593,5591,1399,255,41,74,498,817.0,135,706,632,3.84,16,10,36,4446,1486,120,607,819,140,168.0,0.978,4.457598856598381,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1352
162,693,5548,1465,222,67,79,494,837.0,105,630,535,3.32,24,13,29,4347,1350,91,502,950,133,160.0,0.979,4.256769596199525,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,998
162,847,5546,1548,266,56,186,573,806.0,135,668,600,3.71,31,7,47,4365,1451,134,482,856,120,168.0,0.981,4.470518307180218,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1669
162,708,5524,1425,223,13,169,563,862.0,64,760,686,4.3,17,6,39,4308,1451,177,535,954,135,163.0,0.978,4.409177365668093,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,260
155,660,5399,1493,205,99,28,359,391.0,70,528,415,2.62,89,17,10,4281,1381,25,327,553,226,118.0,0.966,4.360615883306321,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1088
162,592,5558,1370,170,47,105,493,806.0,42,717,618,3.83,34,9,19,4359,1446,113,471,1047,173,149.0,0.973,4.460518198642813,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,977
157,674,5171,1319,223,71,22,506,559.0,199,639,478,3.05,84,17,9,4233,1297,36,547,657,258,132.0,0.96,3.8350680544435547,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1605
162,675,5588,1458,234,28,130,492,937.0,126,662,572,3.5,17,9,36,4416,1406,103,567,1043,132,141.0,0.979,4.597620096959012,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1160
155,569,5029,1225,152,79,12,458,541.0,186,491,358,2.31,87,21,13,4179,1161,12,455,715,230,101.0,0.964,3.792771084337349,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1238
162,968,5717,1656,326,32,201,637,991.0,123,777,724,4.49,1,5,34,4352,1498,150,578,1009,88,174.0,0.985,4.7967914438502675,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1484
156,746,5222,1368,188,39,156,637,668.0,30,504,438,2.78,77,12,36,4257,1220,89,486,678,128,148.0,0.979,4.376313662085691,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,765
162,866,5550,1563,242,43,164,589,843.0,100,768,692,4.34,46,9,33,4308,1463,131,573,820,135,172.0,0.978,4.457598856598381,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,19
162,595,5452,1340,211,37,85,518,778.0,88,686,573,3.53,27,18,31,4383,1464,68,518,746,183,153.0,0.972,3.99484270242393,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1966
161,568,5436,1340,251,28,80,514,842.0,110,708,637,3.97,15,6,29,4335,1406,107,584,962,133,127.0,0.979,4.330955777460771,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1784
162,599,5462,1398,255,41,73,517,844.0,221,698,620,3.87,8,13,39,4329,1432,98,475,833,129,114.0,0.979,4.256294536817102,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2087
162,764,5544,1544,256,46,112,526,693.0,66,725,663,4.13,31,6,33,4332,1590,128,452,721,134,203.0,0.979,4.457598856598381,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1300
162,768,5449,1433,259,50,126,620,901.0,124,632,557,3.44,18,11,51,4368,1411,117,401,919,120,134.0,0.981,4.307747148288973,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1790
162,734,5462,1416,307,33,165,539,1266.0,93,688,626,3.93,4,9,39,4301,1432,155,417,1200,90,146.0,0.985,4.324485596707819,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,68
162,816,5555,1460,298,36,179,503,1224.0,88,844,755,4.75,0,6,42,4290,1525,155,668,976,124,179.0,0.98,4.7967914438502675,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2174
154,633,5202,1243,188,34,150,636,728.0,66,644,568,3.64,40,7,25,4215,1336,141,474,824,137,138.0,0.977,4.313915857605178,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,901
162,583,5407,1276,238,28,146,463,1365.0,105,794,721,4.56,3,11,31,4270,1493,173,540,1170,118,132.0,0.981,4.324485596707819,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1024
155,656,5115,1310,183,89,21,479,492.0,248,722,523,3.42,86,13,10,4131,1455,28,452,561,247,102.0,0.96,4.526785714285714,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,618
154,650,5201,1395,229,76,45,458,442.0,94,706,577,3.81,84,13,10,4086,1485,49,500,422,201,161.0,0.968,4.870355411954765,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1243
162,825,5658,1544,268,61,183,538,1003.0,82,704,628,3.88,43,9,34,4371,1355,136,587,1113,117,142.0,0.981,3.9882932840418976,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,669
162,774,5488,1396,257,42,150,554,969.0,92,600,508,3.14,32,12,45,4371,1278,166,503,934,172,158.0,0.973,3.9882932840418976,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1286
162,769,5486,1453,308,37,184,534,1084.0,92,674,639,3.98,8,12,38,4331,1487,145,520,929,86,170.0,0.986,4.591731797614151,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,169
162,626,5529,1374,272,37,130,387,1274.0,88,809,749,4.69,1,7,35,4309,1592,191,488,1153,117,145.0,0.981,4.250102923013586,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1704
155,735,5205,1401,160,101,27,434,855.0,181,698,457,3.01,119,10,2,4095,1409,22,439,547,310,122.0,0.953,3.896523848019402,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,611
157,617,5367,1413,224,51,62,397,453.0,82,695,574,3.73,71,9,10,4158,1502,51,374,415,177,120.0,0.971,4.467216673903604,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1101
155,782,5436,1613,285,58,52,520,379.0,90,817,684,4.49,93,6,9,4116,1604,41,493,345,212,146.0,0.966,5.128664495114006,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,737
162,693,5527,1409,272,54,106,569,872.0,110,595,551,3.35,20,20,43,4437,1410,101,455,844,101,144.0,0.984,4.1170465337132,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1791
162,735,5544,1429,274,40,163,555,1201.0,118,774,713,4.43,5,7,41,4343,1471,176,522,1118,98,156.0,0.984,4.283244133388226,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,841
162,790,5609,1522,337,30,207,503,1093.0,62,642,582,3.61,6,10,51,4358,1363,157,413,1050,106,156.0,0.983,4.591731797614151,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,813
161,646,5451,1318,270,23,125,574,1226.0,88,690,640,4.01,4,7,33,4305,1364,135,576,1061,98,169.0,0.984,4.650947281713345,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1591
162,694,5465,1407,250,61,114,547,865.0,237,629,563,3.48,33,15,36,4368,1447,100,460,823,144,126.0,0.977,4.2881235154394295,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,2232
163,825,5635,1545,302,36,200,559,995.0,100,765,700,4.33,8,7,42,4369,1446,190,659,1015,111,156.0,0.982,5.140181144503911,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,701
162,723,5602,1521,283,45,168,384,1038.0,66,787,719,4.51,7,2,37,4307,1504,193,461,907,110,171.0,0.982,4.591731797614151,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,943
160,703,5408,1387,251,24,152,544,842.0,140,532,465,2.91,31,22,46,4317,1253,78,404,1100,115,127.0,0.981,4.1380952380952385,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1360
162,684,5502,1416,269,39,130,600,977.0,99,726,668,4.13,4,8,45,4366,1452,146,503,1133,109,136.0,0.982,4.591731797614151,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1847
154,714,5373,1443,240,60,72,524,590.0,59,1045,913,6.08,68,3,12,4056,1645,131,696,405,208,152.0,0.966,5.188206785137318,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1522
155,677,5283,1350,249,84,103,512,605.0,63,668,597,3.9,68,10,19,4131,1366,71,660,617,142,158.0,0.976,4.488745980707395,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,753
162,617,5494,1338,239,31,96,474,840.0,198,631,558,3.41,21,15,40,4422,1339,123,478,1049,138,124.0,0.978,4.1380952380952385,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1002
151,703,5129,1395,211,38,116,498,499.0,26,685,596,4.07,55,6,20,3957,1412,86,477,505,153,152.0,0.975,4.823720552396425,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1929
162,699,5507,1408,289,34,130,466,986.0,102,751,712,4.49,6,7,39,4283,1483,179,496,892,86,144.0,0.986,4.591731797614151,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1884
162,612,5401,1306,221,47,103,545,1033.0,79,581,500,3.1,46,17,23,4359,1372,86,403,967,137,174.0,0.978,3.7685185185185186,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1659
162,820,5578,1439,312,35,224,589,1155.0,119,709,673,4.16,8,9,44,4367,1479,189,489,1153,76,132.0,0.987,4.612962962962963,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1698
162,827,5623,1531,284,54,201,518,1144.0,86,844,788,4.93,7,9,35,4319,1542,190,530,995,144,160.0,0.977,4.813838550247117,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,942
162,689,5501,1419,250,27,164,488,1006.0,124,691,613,3.83,7,11,43,4320,1372,127,560,997,125,131.0,0.979,4.307747148288973,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,694
155,615,5226,1303,212,34,110,513,744.0,16,756,669,4.38,44,4,14,4122,1428,160,525,664,127,149.0,0.979,4.313915857605178,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1546
154,684,5269,1328,223,45,72,531,604.0,44,587,492,3.17,71,16,17,4191,1392,58,469,581,171,142.0,0.972,4.167874396135265,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,219
162,626,5506,1372,259,46,93,537,934.0,88,742,647,4.03,35,8,21,4335,1444,120,485,1060,157,120.0,0.974,3.7685185185185186,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,982
155,849,5326,1487,277,67,124,620,592.0,88,762,652,4.29,64,8,16,4101,1430,104,574,633,198,147.0,0.967,4.823720552396425,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,880
154,597,5264,1326,191,39,87,504,699.0,57,588,541,3.46,44,13,25,4224,1272,95,493,767,109,159.0,0.982,4.306072874493927,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,232
162,724,5545,1367,291,29,198,554,1452.0,102,701,663,4.06,2,8,44,4404,1441,181,453,1396,77,135.0,0.987,4.477759472817134,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1028
162,691,5460,1411,195,22,141,485,665.0,59,631,567,3.53,38,7,42,4335,1334,144,438,893,115,114.0,0.981,4.07245632065776,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,136
162,770,5570,1406,257,26,172,590,926.0,125,803,709,4.38,20,7,36,4371,1481,212,504,941,117,162.0,0.981,4.722802850356294,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,26
152,676,5176,1343,189,61,93,618,567.0,64,606,519,3.45,78,9,14,4065,1277,66,485,474,175,170.0,0.971,4.206225680933852,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1425
155,885,5445,1612,321,69,71,555,433.0,63,833,697,4.63,76,6,9,4062,1577,64,561,470,231,143.0,0.963,4.810679611650485,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,743
157,634,4957,1261,133,78,19,469,855.0,264,510,348,2.3,111,24,5,4089,1207,12,368,497,253,75.0,0.959,3.5330168321104876,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1709
155,597,5152,1305,188,74,42,356,558.0,206,504,404,2.6,88,22,12,4191,1267,41,310,638,217,108.0,0.966,3.5641539695268647,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1908
153,643,5185,1439,222,77,29,402,332.0,62,653,538,3.54,87,12,12,4104,1472,36,316,407,165,160.0,0.973,4.75121359223301,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,631
154,668,5206,1440,248,69,17,428,344.0,83,696,603,3.98,88,9,5,4092,1521,53,452,446,157,151.0,0.975,4.855573637103336,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,304
